GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
CORD,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.5547,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,590,1620
CORD,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.5547,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,590,1620
Cloud-Sea Computing Systems,Relaxation measurements,Nível 3,Nível 2,0.554,root > Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,587,699
Comparative Study,Declaration,Nível 3,Nível 2,0.554,root > Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,348,147
At the Top Cloud Layer,Two-dimensional NMR measurements,Nível 3,Nível 2,0.554,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,197,780
At the Top Cloud Layer,Future research directions,Nível 3,Nível 2,0.554,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,197,439
Cloud-Sea Computing Systems,Relaxation measurements,Nível 2,Nível 2,0.554,Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,587,699
Cloud-Sea Computing Systems,Relaxation measurements,Nível 1,Nível 2,0.554,Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,587,699
Comparative Study,Declaration,Nível 2,Nível 2,0.554,Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,348,147
Comparative Study,Declaration,Nível 1,Nível 2,0.554,Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Declaration,348,147
At the Top Cloud Layer,Two-dimensional NMR measurements,Nível 2,Nível 2,0.554,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,197,780
At the Top Cloud Layer,Future research directions,Nível 2,Nível 2,0.554,Enhancing Energy Efficiency of Edge Computing Systems > At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,197,439
At the Top Cloud Layer,Two-dimensional NMR measurements,Nível 1,Nível 2,0.554,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,197,780
At the Top Cloud Layer,Future research directions,Nível 1,Nível 2,0.554,At the Top Cloud Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,197,439
Scenarios,Design and improvements in LWD-NMR,Nível 4,Nível 3,0.5537,root > Open Source Edge Computing Projects > Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,471,1620
Enhancing Energy Efficiency of Edge Computing Systems,Two-dimensional NMR measurements,Nível 2,Nível 2,0.5537,root > Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,84,780
Scenarios,Design and improvements in LWD-NMR,Nível 3,Nível 3,0.5537,Open Source Edge Computing Projects > Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,471,1620
Scenarios,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.5537,Comparative Study > Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,471,1620
Scenarios,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.5537,Scenarios,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,471,1620
Enhancing Energy Efficiency of Edge Computing Systems,Two-dimensional NMR measurements,Nível 1,Nível 2,0.5537,Enhancing Energy Efficiency of Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Two-dimensional NMR measurements,84,780
Other Edge Computing Systems,Design and improvements in LWD-NMR,Nível 3,Nível 3,0.553,root > Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,831,1620
Other Edge Computing Systems,Design and improvements in LWD-NMR,Nível 2,Nível 3,0.553,Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,831,1620
Other Edge Computing Systems,Design and improvements in LWD-NMR,Nível 1,Nível 3,0.553,Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,831,1620
Conclusions,Permeability,Nível 2,Nível 3,0.5527,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,559,552
Conclusions,Permeability,Nível 1,Nível 3,0.5527,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Permeability,559,552
Cloud-Sea Computing Systems,Pore size distribution,Nível 3,Nível 3,0.5522,root > Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,587,792
ParaDrop Developer Workflow,Geosteering and well placement optimization,Nível 3,Nível 4,0.5522,root > ParaDrop > ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,286,816
Comparative Study,Wettability,Nível 3,Nível 3,0.5522,root > Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,348,416
FPGA-based Hardware,Future research directions,Nível 4,Nível 2,0.5522,root > Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,251,439
Cloud-Sea Computing Systems,Pore size distribution,Nível 2,Nível 3,0.5522,Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,587,792
Cloud-Sea Computing Systems,Pore size distribution,Nível 1,Nível 3,0.5522,Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,587,792
ParaDrop Developer Workflow,Geosteering and well placement optimization,Nível 2,Nível 4,0.5522,ParaDrop > ParaDrop Developer Workflow,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Geosteering and well placement optimization,286,816
